text,rating,date
Love JP and so glad he has published another book. This book is full of JP goodness as always,5,2021/08/02
"What we need right now, Enough said.",5,2021/07/11
"Peterson does it again with is follow up to ""12 Rules for Life"" which sold almost 5 million copies. This one may do just as well if not better. Have already read it twice and will pick it up again in the near future.",5,2021/07/13
"Great book by great author.
He's brilliant thinker and lecturer as well. Must to read to everyone who wants to develop their critical thinking.",5,2021/07/22
JP brings a degree of sanity to the increasing chaos in the world around us. A good read. Could be a little more light-hearted.,5,2021/06/20
"Jordan Peterson offers a glimmer of hope for people who might otherwise feel life is meaningless. He offers a paradigm shift or a change of perspective, and has stripped me of any narcissistic values. Beyond Order,
Is the successor to the best-selling, and life-changing, “12 Rules for Life” and offers even more open-minded critical thinking in a word so cynical and deprived.",5,2021/03/02
"Jordon Peterson has helped huge amounts of people make their lives better, but he also has his critics. My advice to them would be, give his book a chance, come at it with an open mind and hopefully, you get the same incredible experience so many others have gotten as well.",5,2021/03/05
Great book,5,2021/03/02
Amazing book and an eye opener.,5,2021/04/15
"Incredible, read in one sitting and couldn’t put it down. Although Peterson is often used in the culture war (by both critics and fans alike) the content of this book is non political, helpful, direct. A great sequel",5,2021/03/02
"Amazing book, so far highly recommend it.

Negative Reviews from 'cultural marxists' and angry gender activists only want me to read it more.

They don't want you to read.

Only way to find out why is to buy a copy and read it. It's worth it!",5,2021/03/03
to anyone who wants a better understanding of how ti be responsible and accept responsibility for the world around you this is the one!!,5,2021/03/03
Loved the book so much. It is better than the last one. Completed the story for me.,5,2021/03/04
"Jordan is back! More Christ, more lobsters and more rules!",5,2021/03/07
Great to get more wisdom...,5,2021/03/11
"Incredible work, as usual!",5,2021/03/03
Enjoyed the read...overall. JB makes some great arguments around morality and self discipline. The religious ramblings went on for too long for my taste though.,3,2021/05/05
"I really enjoyed reading the 12th Rules of Life, but Beyond the Order is boring to say the least. Sorry",2,2021/09/28
"My title says it all, for me anyway. Look, if you like or are drawn to the ideas in this dude's work, I think you'd be better served picking up a copy of The Meditations by Marcus Aurelius (yes, the legit Roman Emperor) as a good intro into some OG Stoicism (it's basically lil notes and exercises he wrote to himself in his practice of Stoicism in dealing with the ups and downs of life and such).",1,2021/07/10
"There’s plenty here for his critics to get stuck into; he really hates the kind of group think which enforces deference to linguistic and ideological correctness. He’d have fun with the current campaign by the Merseyside Police: “Being Offensive is an Offence”.

And if you find yourself, like one of his clients, in a department where people spend time worrying whether the word “flip-chart” might be offensive to Filipinas, well, he has sound advice: “Do not Do What you Hate”. Get out of places run by idiots.

The book is also a validation of his own role; as he observes, being able to articulate what many people instinctively feel but can’t articulate is a valuable role for a public intellectual. The fact that so many people are, in fact, afraid to articulate what they actually think is something that should give us all pause.",5,2021/03/07
This man appears to have a deep concern for people. He presents his view in an informative and accessible manner. A refreshing and politically different look at the social sciences and self improvement.,5,2021/09/01
Really great book makes you think about things differently. Definitely buy,5,2022/04/27
"Excellent book,

Packaging of book by Amazon was bad, arrived somewhat bashed.",5,2021/03/05
"Wasn’t surprised, Jordan always has a great story to tell",5,2021/03/07
As expected thank you,5,2021/04/11
Excellent book as expected,5,2021/03/29
Another JBP masterpiece.,5,2021/04/04
"The content is fairly good. The fairytale references, Harry Potter&LOTR/Hobbit stuff, religious tales, anecdotes from his clinical practice and mythological stories woven throughout the book aren't my thing but were sometimes informative and useful. I don't know if their inclusion made the core messages stick, or diluted the message, distracting and rendering it less persuasive at times. This book has less of the prescriptive and authoritative tone that 12 rules for life had and leans more on anecdotes and cultural folklore (religious and mythological narratives) to support it's messages of avoiding self induced collective or personal suffering. The narrative examples used to develop a point weren't always very cohesive with one other or persuasive in supporting the chapter themes. I was left wondering whether they were being shoe-horned in to back up personal beliefs or opinions, with a second serving of Christianity after our first in 12 rules for life. The opinions in Beyond Order are not bad ones, but perhaps a few more concise chapters of well-reasoned opinion might have sufficed rather than all the folklore.

Similar to 12 rules, this book reads like it was written by a stern father figure with a target audience of 20 year olds who haven't quite managed to fully cope with the responsibilities of adulthood yet. It has worthwhile messages and I can't fault the arguments or advice given. There wasn't anything particularly controversial about them though and some added little to my thought process.

Worthwhile were sections on conceptualising grief: acceptance, rationalising and reacting to grief constructively. Understanding the benefits of hierarchies and power structures, processing traumatic experiences properly, taking practical steps to add beauty to your world. The importance of social connection for checks/balances, in avoiding deviant incompatible beliefs/behaviours, for healthy reassurance or guidance to relieve anxieties. It didn't have the empowering or inspirational impact 12 rules for life did but they're different books and that's a tough one to follow.

Repeated and mildly irritating repetition of the word ""import"" in the place of the more common word ""importance"" did grate and seemed a bit pompous. That's a petty complaint, I know.

I do find the author likeable and the book is worth reading if you need personal tips on your own fulfilment of the Will to Power, self efficacy or sorting out a few lingering hang-ups left over after implementing the earlier 12 rules. I find him a bit heavy going and at times, joylessly earnest. That may just be the content and not a reflection of his personality but I'll need something a little more uplifting to read next.",3,2021/04/10
Great book and a good antidote to lefty propaganda.,5,2021/03/02
"A great book you must read. A treasure trove of exceptional knowledge and unforgettable life lessons. Thank you, Jordan Peterson!",5,2021/04/07
Having read his first book 12 rules for life I thought I would check out this book and I wasn’t disappointed,5,2022/01/06
Just mind blowing,5,2021/04/14
Awesome,5,2021/11/13
Should be a further volume of required reading!,5,2022/07/26
"What can I say? Jordan Peterson never disappoints. Regardless of whether you've read his previous book, this is an absolute must by an intellectual powerhouse.",5,2022/08/07
"Another incredible insight into some ways you could go about improving your life on a daily basis, by taking small steps, and taking individual responsibility.

I actually preferred this one to the first book '12 Rules for Life'.",5,2022/10/06
This is one of those books I know I should read but sabotage myself too much to actually pick it up.,5,2022/10/07
"Beyond order is a lot more technical, thorough and in-depth and requires more attention. However, it is also likely more powerful and transformative. It travels the whole range of complexity from the basics of social interaction to difficult philosophical questions. A patient reader can take away a lot from this amazing book.",5,2021/03/02
It’s really written for those who have eyes to read and ears to listen. Thank you Jordan.,5,2022/09/21
Great read,5,2022/12/15
Read the 12 rules. Then give it some time. Then read this to reflect. It's the best thing you can do with your life.,5,2021/09/25
Brilliant book. Bought this after reading the original 12 rules for life and was majority impressed with the second edition!,5,2021/04/12
"Very clear and helpful .
Genius .",5,2021/06/09
"Very engaging.

Really felt Jordan Peterson was teaching new things and not just making another book because the first one went great.

Also, I mostly agree with his ideas so I loved the ways he presented these ideas.",5,2021/05/27
"As the title suggests, this is not as ordered as the previous book by Jordan Peterson. More like an open market place where different stalls can overlap in the products they sell, compared to the supermarket aisle of the former work. I didn't find it quite as inspiring as ""12 Rules for Life"" but equally enjoyable and revalatory.
Once again, Jordan talks us through his monumental knowledge of philosophy and pshychology, backing his ideas up with arguments going back through the ages.",5,2021/11/14
"Another pragmatic, practical work by Dr Peterson. Helped me greatly adjust to a new job. Helped me deal with chaos of covid. Keep doing what your doing Dr Peterson",5,2021/06/02
"Jordan Peterson is a Canadian psychotherapist who studied at McGill in Montreal and has long taught
and practiced in Toronto. He became famous a few years ago with his 12 Rules of Order. Beyond Order
embraces the chaos of life, and is portrayed as a balance to its predecessor in a way akin to the principles
of Yin and Yang. Peterson became wildly popular (and despised) because of his reiterating points of
tough love that nobody seems to say anymore, especially in self-help books. As one journal's review
said, he was smart enough to write a self-help book that would be read by men. This isn't just white
men either, as the crisis of masculine identity is multiracial. I don't necessarily ""get"" Peterson the way
some of my high school friends did. But a few years ago, I had to go to one more rehab, this time
a brief and hardcore one, with heroin and meth addicts used to being in jail. I was the only one who drove
there. But before I left, I had to make a car payment, and I said to myself ""make the bed for Jordan Peterson"".
In an era that has overemphasized rights (as Mary Ann Glendon pointed out), he reminds us of
responsibilities, and their importance for being a socially desirable person, among other things.

In recent years, both he and his wife have been seriously ill, and he praised her for responding
with strength that he may not have had. His daughter has also been seriously sick at times.
He emphasizes that the world is a tough place, with bears, dragons, the cold north trying to
kill its people, and queens like Maleficent and authoritarian kings. Maleficent turns into a dragon
and that's normal in the story, but what if Queen Elizabeth did? He shows the importance of
stories, such as Beowulf, Lord of the Rings, and Harry Potter. Basically, he is exposing his more
academic work Maps of Meaning, which is heavily influenced by Jungian types and the religious
myths studied by Mircea Eliade. For me as a Catholic thinker, it reminds me of Louis Bouyer's
Invisible Father and the development of myth, ritual and rational theology. Peterson's theological
and metaphysical framework appears to be flexible, but he knows the concepts and what they
have meant throughout history. He knows the Jewish and Christian stories and beliefs, but also
Islam and Eastern spirituality. I laughed when he said ""nobody says, Dad, read me the periodic
table"", they want a story. I actually did have a great affection for the periodic table as a kid.
Peterson is eccentric, as a British (I think) journal's review pointed out-he claims to have viewed
1.2 million paintings, a thousand a day for four years. This was in the chapter ""make one room
in your house beautiful"", the sequel to clean your room and make your bed.

The first new rule discusses society and institutions. Freud and Jung, although essential, were
too individual. We need relationships that draw us out of ourselves into love for the other,
which in turn develops the self. We need both change and tradition. Avoid ideology. There's solid
advice on romance and marriage. You don't find the right one, you make it. There are billions of
people and millions could have been suitable for you, so yeah you probably missed someone
better. There's good wisdom on intimacy as it relates to affairs. Think about children when you
are fertile, don't begin in your 40s when it's too late. There's also a nice discussion of friendship.
High school and college friendships can endure even if you were randomly thrown together
as roommates. But by your 40s, your personality has crystallized. Some high school friends
I've maintained friendships with and developed; others were great friendships back then but
we've become different people. We still can exchange affectionate greetings, but it's not going
to be a consistent relationship because we've become different people.

Three of the chapters are devoted to solid principles of recovery spirituality. These are writing
and taking inventory of past traumas, overcoming resentment, and living in gratitude. This
book is an affirmation of existence over nihilism. Nietzsche is treated with respect, a figure
of tragedy more than arrogance. But ultimately, as Fulton Sheen put it, life is worth living.
This is not by denying the chaos, tragedy and pain of life, but acknowledging it and responding
in love, humility, honesty and gratitude.

Peterson argues against all ideologies. Environmental ideology, for instance, argues that the
world would be better without people. He includes conservatism among ideologies, while
acknowledging conservative tendencies. Peterson has been portrayed as an ideologue because
of the polarization of Trump supporters vs. the identity politics of race, sex and gender, which
get us caught in power analysis, and ultimately trapped in resentful attitudes. Life is painful
and difficult, and yet good, no matter where in society the other person is coming from, and
what their family and life experiences are. This book shows the nuances of his thought, which
are quite different from how he is portrayed by the advocates of identity politics and
political correctness.",4,2021/03/03
"Our times have seen few individuals capable of standing back from the details of our lives with sufficient clarity to describe ways of thinking that possess the potential to answer the hardest questions asked by our generation. Thank you, Dr Peterson for your contribution to push forward the good in our lives.",5,2022/12/27
"Since the publication of his previous book, 12 RULES FOR LIFE, JP has had a host of medical challenges. His daughter has been ill; his wife has been gravely ill and he himself has been seriously ill. These illnesses did not just remind him of life’s transience and fragility; they destabilized his life in profound ways. As a result of those experiences his new book is itself very serious, very personal and, at times, quite dark. He emphasizes the tragic elements of human life, though he also offers wise counsel for how to conjure with them.

The twelve new rules are as follows: (1) We need rules but we also need to make creative adjustments to them; (2) Be heroic; bring order out of chaos but revivify stultified law that has atrophied; (3) Don’t let serious problems fester because you’re afraid to face them; (4) Life becomes more meaningful as responsibility is embraced; (5) Do not do a job that you hate; (6) Do not succumb to simpleminded ideologies; (7) Do one thing very, very well; (8) Art and beauty are the bedrock of civilization; surround yourself with it; (9) Move beyond bad memories by understanding them and writing them down; (10) Keep romance in your marriage; (11) Don’t be arrogant, deceitful or resentful; (12) Be grateful in spite of your suffering.

These are all first-rate rules and while they have certain commonalities (the need to take responsibility for yourself and the need to combat chaos, e.g.) they are also independent of one another in the sense that they do not follow logically one from the other. In other words, this is not a tightly-argued book with twelve closely-related chapters. It is an extended reflection on twelve rules (he could have offered 25 or 50). He is at his best when he draws on all of his resources: his knowledge of psychology, his knowledge of myth/ritual/religion, his clinical experience, his personal experience, his general wisdom based on broad reading. Hence, the top chapter is probably #2, on heroism, a subject that repeats throughout the others.

My only criticism of the book is that he may be hitting the tragic elements of life a tad too insistently, probably as a result of his recent experiences. If I could editorialize a bit, I particularly liked the chapter (8) on art and beauty (“Try to make one room in your home as beautiful as possible”). I would add to his comments the notion that we should not just be surrounded by beautiful objects, we should be constantly in touch with the genius of great art (and great thought in general). In the contemporary world we tend to err on the side of ‘democracy’—celebrating ‘everyone’s truth’ and ‘giving voice to the voiceless’. We should not forget to give voice to the brilliant and we should not forget to extend ourselves and not just seek cultural artefacts that are ‘like us’ or reflect our own biases or limited experience. We should be in touch with greatness if we are to grow, to expand our vistas and our imaginations. That means preserving our great traditions and celebrate singular achievement and singular genius. JP surely agrees with that; one of the hallmarks of his thought is the Burkean notion of the importance of our cultural, intellectual and religious traditions and the manner in which they can inform the present and future. I would simply have liked to have heard more from him on the subject.

One other brief comment: his walking the fine line between rules and creative adjustments to them should be a rule for all. Many of our contemporaries seem mired in the past while others seek to escape the past entirely. We need balance here. We need to preserve what works and what is necessary but we also need to embrace new opportunities and, with the growth of knowledge and experience, grow ourselves. This commonsensical approach sometimes appears to be impossible within our current political condition.

Bottom line: a must-read from the public intellectual who is actually changing the world in changing the lives and thought of millions of readers.",5,2021/03/11
History will record Jordan Peterson as one of humankind’s great thinkers. People will ponder and think about his ideas for centuries to come.,5,2022/12/18
"Dr. Peterson’s strikingly personal account of his struggle with his family’s serious physical illnesses as well as his own addiction, recovery and associated mental and physical illness—including pneumonia—in Canadian, American, Russian and Serbian facilities is perhaps the most moving element of his work. If you only read one chapter of this book, read the “Overture,” where he notes:

…it is also true that the meaningful immersion in what I was writing, which continued during the entire time that I have related—excepting my unconscious month in Russia—provided me both with a reason to live and a means of testing the viability of the thoughts with which I wrestled.

To me, his struggle with disease and suffering is evident in the somber and more nuanced approach of Beyond Order—not an optimistic American-style self-help guide like 12 Rules for Life, but a diary of psychological discovery and insights informed by the tremendous suffering of the authors tormented soul. Which makes it a better book, in my opinion, because this time Dr. Peterson not only talked the talk but walked the walk. Thus, the book not only provides advice but also a concrete example of how to live, in its testimony. Perhaps not quite the visit of Er to the underworld in Plato’s Republic, but almost.

No wonder Dr. Peterson’s writing recalls classic myths about trips to hell and back by Orpheus, Odysseus, Psyche, Heracles, Alcestis, Aeneas, Hippolytus, Theseus or Sissyphus, among others:

Is it not possible (even though it may not always deliver us from the terrible situation we find ourselves in) that we would all be more able to deal with the uncertainty, the horrors of nature, the tyranny of culture, and the malevolence of ourselves and others if we were better and more courageous people? If we strived toward higher values? If we were more truthful? Wouldn’t the beneficial elements of experience be more likely to manifest themselves around us? Is it not possible, if your goals were noble enough, your courage adequate, your aim at the truth unerring, that the Good thereby produced would…well, not justify the horror? That is not exactly right, but it still comes close. Such attitudes and actions might at least provide us with meaning sufficient to stop our encounter with that terror and horror from corrupting us and turning the surrounding world into something all too closely resembling hell.

His struggle has convinced him that reason has its limits, and experience is a powerful teacher. While reason may be sufficient to understand order, it is insufficient to withstand chaos such as he experienced:

…chaos is where what we do not expect or have remained blind to leaps forward from the potential that surrounds us. The fact that something has occurred many times in the past is no guarantee that it will continue to occur in the same manner. There exists, externally, a domain beyond what we know and can predict. Chaos in anomaly, novelty, unpredictability, transformation, disruption, and all too often, descent, as what we have come to take for granted reveals itself to be unreliable.

Descent into the hell of addiction, withdrawal, illness and recovery, in the case of Dr. Peterson’s long voyage into the underworld and back. His journey is what makes his testimony a powerful argument for the notion of redemption through suffering, in keeping with traditional imitation of Christ in general, and Russian Orthodox tradition in particular, especially Doestoevsky’s near-death experiences which led him to find God following a mock execution and years of cruel Siberian exile.",5,2021/09/08
"Another JP banger. Dude might have some problematic takes for sure, but he sure can write decent self help/mindset stuff.",5,2022/12/03
I loved this book. It offered a lot of value and reinforced a lot of what I had been taught as a child and was greatly uplifting for me. Great source to maintain that moral compass.,5,2022/11/23
"When I read and reviewed the first 12 Rules for Life book, I described it as a sort of self-help book for people who don't like self-help books. Present was the distillation of common sensical (but often unarticulated) ideas, but absent were the trite catch phrases and easy fixes that plague much of the genre. I'm pleased to report that the same can be said of this second volume.

While this is ostensibly a self-help book that distills important psychological ideas into a dozen simple ""rules"" for living a better, more meaningful, and more productive life, it's much more than that. It's a wide-ranging treatise on psychology, philosophy, theology, and occasionally even politics (though not too much, and always in a fairly balanced treatment). It's true that the rules themselves are somewhat simplistic--some might even say self-evident. And that's a fair statement. The value in such a book as this, though, is less in the list of rules as they can be read in the table of contents, but in the immeasurably rich explanations and analyses that explain--at a remarkably deep level--the sound psychological, philosophical, historical, theological, mythological, and narrative reasons for each of the rules.

The author has an amazing talent for seamlessly combining important ideas from all of these disparate fields in a manner that manages to be accessible to a wide audience without ever speaking down or boring readers who are already familiar with his subjects. It's a rare book indeed that can transition so effortlessly between discussions of cognitive neuroscience to the Bible to Harry Potter and back.

That's true of both this book and its predecessor (to which I also gave a five-star review). However, I have to say in all honesty, this book manages to escape the all too common pitfalls of sequels and indeed might even surpass the original (though I maintain that it's best read less as a sequel and more as a second volume of a single long work). Admittedly, some of the examples revisit subjects already familiar from the previous book (or from Peterson's other writings or lectures), but these few stories are important enough that they bear repeating. More importantly, the new material is invariably fascinating, filled with historical notes, literary analyses, scriptural interpretations, and--my personal favorites--psychological case studies.

With regard to that last category, this book manages to accomplish something remarkable: it is a self-help book that does not insult the psychologically literate reader. Instead, it draws deeply from the psychological literature (particularly the psychoanalysts, though certainly not limited to them alone) and might even inspire some readers to pursue further study of psychology or even a career in clinical practice.

Most importantly, the book differentiates itself from the bulk of its genre by eschewing the easy and the feel-good in favor of the real and the substantial. There are no trite mantras, no happy cliches, no greeting card philosophies. Instead, there are real--often brutal, but equally often hopeful--psychological insights. This is the kind of self-help book that could genuinely help the reader who heeds its advice, precisely because it offers oft-difficult substance rather than simple but ultimately meaningless pronouncements.

At a time when much of the world seems shallowly moored at best--and completely unmoored at worst--this book is a godsend for those looking to lead a more meaningful (and with any luck, happier) existence. I cannot recommend it (and its predecessor, though you can easily read the books in any order) highly enough.",5,2021/03/03
It’s a really helpful factual book,5,2022/11/27
"Dr. Peterson's first book, with its white cover, provided guidelines to improve your life when conditions are normal. Simple advice, with concrete guidance, to incrementally make each day a little better than the last. Nobody could've predicted the trials and tribulations Dr. Peterson would be exposed to after that first book's publication. These are covered in detail in the overture and include him waking up in Russia tethered to his bed, with fatal illnesses and lots of medication preceding. His second book, with its black cover, provides 12 more rules to follow when life inevitably doesn't follow the plan. When the assumed order underlying the first book falls apart and chaos takes over.

This book is written as you would expect, with an intense, fast-past narrative filled with personal anecdotes and historical and biblical references. Blunt and straightforward advice and cautions. Dr. Peterson has become world-famous and you will hear his inimitable voice and tone as you read. His writing is dense, many sentences will cause you to stop and think before proceeding. I don't recall the first book being as serious as this one, but that makes sense given the change in underlying premises. I've included below the 12 follow on rules, as well as the initial 12.

From Beyond Order:
1. Do Not Carelessly Denigrate Social Institutions or Creative Achievement
2. Imagine Who You Could Be and Then Aim Single-Mindedly At That
3. Do NOt Hide Unwanted Things in the Fog
4. Notice That Opportunity Lurks Where Responsibility Has Been Abdicated
5. Do Not Do What You Hate
6. Abandon Ideology
7. Work As Hard As You Possibly Can On At Least One Thing and See What Happens
8. Try to Make One Room in Your Home as Beautiful as Possible
9. If Old Memories Still Upset You, Write Them Down Carefully and Completely
10. Plan and Work Diligently to Maintain the Romance in your Relationship
11. Do Not Allow Yourself to Become Resentful, Deceitful, or Arrogant
12. Be Grateful in Spite of Your Suffering

Original 12 Rules for Life
1. Stand Up Straight with Your Shoulders Back
2. Treat Yourself Like Someone You Are Responsible for Helping
3. Make Friends with People who want the Best for You
4. Compare Yourself to Who You Were Yesterday, Not to Who Someone Else is Today
5. Do Not Let Your Children Do Anything That Makes You Dislike Them
6. Set Your House in Perfect Order Before You Criticize the World
7. Pursue What is Meaningful (Not What is Expedient)
8. Tell The Truth- or, at least, Don't Lie
9. Assume that the Person You Are Listening to might know something that you don't
10. Be Precise in Your Speech
11. Do Not Bother Children When they are Skateboarding
12. Pet a Cat When You Encounter One on the Street",5,2021/03/11
"We all know this, that after a huge, fabulous and highly-successful first of anything, following up is a tough call. The first 12 Rules for Life was such a delight, and a lovely introduction to some pretty highbrow philosophical mainstays that most people wouldn't easily face, that I had wondered, as I finished it a year or two ago, just WHAT Dr. Peterson would/could/might write next. That didn't matter much, of course, as that first ""12 Rules..."" was so brimming with great food for thought that I figured I could just flip it over and re-read it, a lot and for a long while, until whatever follow-up came out.

My first impressions, on navigating its first dozen or so pages, was that it ""felt"" different from the first, a bit more intimate, and bit less academic and footnotey, but just as direct and linguistically precise. That's always a treat. There is a feeling, when reading Dr. Peterson, that he weighs his words very carefully (as he of course also recommends that we all strive to do) and that despite the great care he takes to wrap his ideas in just the right expressions, he never loses his trademark down-to-earth style and clear accessibility. Many with his academic credentials and experience would quickly sound lofty and a bit stilted in similar complicated landscapes of thought, but Dr. Peterson somehow keeps it fresh and within reach. That's not to say that any of this is ""light"" reading, as it is far too substantial to deserve such a label, but it feels more like deep, demanding and insightful conversation at a friend's house, than any sort of one-way lecture at some haughty institution. Indeed, there are many passages which are downright funny, plainly or a few layers beneath the obvious, and they serve to underline that dinner-conversation feeling, which keeps this book and its former near-namesake totally enjoyable, sweetly challenging and, at times, brutally direct. We are all on a similar journey, of grand, wonderful and sometimes despicable humanity, trying to dodge responsibility, cheat the game, choke our conscience, cover our tracks and protect the worst parts of ourselves, for some silly reason... Dr. Peterson reminds us of all that (and quite a bit more) and he manages to do this with total inclusivity, without talking ""down"" to anyone, making it clear that he too faces pretty much the same challenges, which spare no one. That kind of wisdom, paradoxically, could come from your favorite farmer, guru, midwife or bus-stop stranger, but Dr. Peterson does a much better job getting those thoughts on paper. The book is a gem. Lazy thinkers or change-reluctant readers may resist the workout, but they'll lose out. This is not a tough read, but it's not pop-psychology either.",5,2021/05/06
What can I say! JP has become my hero. Both his books have been clear thinking processes that will benefit all who read them.,5,2022/10/21
"His 2 books make an excellent pairing.

The difference between the two books, according to Peterson, is that the first focuses ""more on the dangers of an excess of chaos"", while the second is more concerned ""with the dangers of too much structure"". Peterson says that 12 Rules ""argues for the merits of a more conservative view of the world"" while Beyond Order ""argues for the merits of a more liberal view"".
In this book, the next set of 12 complementary rules are

1. ""Do not carelessly denigrate social institutions or creative achievement.""
2. ""Imagine who you could be and then aim single-mindedly at that.""
3. ""Do not hide unwanted things in the fog.""
4. ""Notice that opportunity lurks where responsibility has been abdicated.""
5. ""Do not do what you hate.""
6. ""Abandon ideology.""
7. ""Work as hard as you possibly can on at least one thing and see what happens.""
8. ""Try to make one room in your home as beautiful as possible.""
9. ""If old memories still upset you, write them down carefully and completely.""
10. ""Plan and work diligently to maintain the romance in your relationship.""
11. ""Do not allow yourself to become resentful, deceitful, or arrogant.""
12. ""Be grateful in spite of your suffering.""",4,2022/05/09
"“Beyond Order”, by Jordan B. Peterson, has 12 new rules; 12 MORE rules for your life, to help you manage the chaos.
It’s readable, but not easily. In order to potentially benefit from this tome, you’ll need to pay attention and work at it. Peterson is a professor, as well as a clinical psychologist, and it is evident in his writing.

The book begins with a recap of Peterson and his family’s considered challenges with health issues over the last few years. It’s presented factually but I wonder if it was meant to raise empathy for the coming content. He also advised that he, along with his publisher, decided to keep the topic of COVID out of the book, for reader’s benefit. OK, groundwork laid.

RULE I - Do not carelessly denigrate social institutions or creative achievement

The first half is fairly self explanatory, you could figure it out with common sense. The second half? Buckle up. There’s a hodgepodge of literary texts including Jung, Freud, JK Rowling, Disney Fairytales, the Bible - all that are used for this introductory discussion. Included with the literary are examples from Peterson’s practice and teaching experience. It’s all interesting but when boiled down, one man’s opinion, bending writing of other’s to suit him, especially scripture.

I’m not going to take the time to note all the rules, this review would be massive. To summarize, Peterson wants us to pay more attention to the folks we love, to nurture the relationships, put in the work to make them healthy. While we’re at being healthy, mental and emotional health should be handled by professionals. Yup, he drops in commercials, erudite tho’ they may be. He wants us to have beauty around us, in our lives. The attempts at biblical application in these areas are very far from what most conservative/ reformed people accept, it’s amazing to me that this author is accused of being “ Alt Right” or “Conservative”.

Peterson closes with RULE XII - Be grateful in spite of your suffering

Suffering is mentioned a lot over the course of the book and the over all tenor is dark and serious. It’s also completely without humor. It’s hard for me to fathom that with a career as long and varied as this author has experienced, he couldn’t include a few vignettes of a lighter nature that would illustrate his points. When I love, I laugh, a lot. Love is patient, kind...not erudite and factual, at least not for most people. Be grateful. I am - the book is over.

On the positive side, Peterson encourages personal responsibility and the tending of your most intimate relationships, (family, friends, love). On the negative, trying to get to that information is a chore and then some. His literary bending, especially unorthodox use of scripture and its application, was just too hard for me to ignore and quite frankly, invalidated many of his conclusions, for me. When I have a few moments of quiet, I plan to reread these 12 rules over again, but only 1 at a time. I want to see if it makes a different impression reading them in smaller doses, “Beyond Order”📚",3,2021/03/02
"I've been a fan of Dr. Peterson's since he broke into the limelight a couple of years ago. His thorough, serious stance on gender and the realities of life hit me hard as a woman in my late twenties. I did not like the conviction with which he communicated his views because his statements shook me and got me to face things in my own life I'd been quietly overlooking.

I enjoyed his first book--the rules broke fresh ground and had me consider issues of hierarchy, resentment and precision of speech in new and profound ways. I followed his political scandals, one after another, all the while putting his wisdom into practice as best I could.

Then his health took a nosedive and quarantine happened. Like many, I was concerned for Dr. Peterson's health, but I also began to wonder if the very philosophy he embodied with such conviction might not have had something to do with his catastrophic descent into chaos.

I began to wonder if the dead seriousness with which he built his knowledge and with which he tried to address our collective morality might not have become so heavy and one-sided that it doubled back on him and pulled him under. After all, the political scandals which befell him and which he courageously took head on with truth and seriousness were ultimately part of the larger turning of the wheel of mass media, creating scandals so as to keep people entertained and the money pouring in. In that light, Dr. Peterson's seriousness began to work against him; to feel heavy-handed; it seemed increasingly absurd to me that his proposal to take on the full burden of life with utter seriousness--a worthy message, no doubt--was being widely circulated through the mass media which itself operates on scandal, conflict and the carnivalesque (see Moeller's The Moral Fool). I wonder if the lack of humor with which Dr. Peterson confronted the subversive chaos of mass media is the equivalent of Harry Potter confronting Voldemort without carrying a piece of the dark lord's soul within himself. (Fans of Dr. Peterson's work will see where I was trying to go with that example.)

When COVID happened, everyone got a taste of the chaos first hand. Everyone suffered and tried their best to deal with it. In my case at least, the most difficult part of dealing with this collective catastrophe was keeping enough perspective to continue to let in light; to continue to see the levity in each situation even as the routines I took to be my life began to crack and reveal the unevenness I'd actually been depending upon since day one.

The release of this second volume, then, really seemed to hit the wrong note. The book was more Dense Seriousness, more rules, more deep philosophizing about abstract ideas in a time where everyone had little bandwidth for abstraction.

Dr. Peterson's ideas broke into the masses due to their serious nature, which stood in contrast to the carnivalesque churning of the mass media as we know it today. But without a touch of the carnivalesque in the Rules themselves, their application renders us too stiff and one-sided: terrible qualities in times of true uncertainty.

I am greatly indebted to Dr. Peterson's work. I would not have even come to these conclusions were it not for my having gained so much from his ideas in the first place. Having said that, the absence of humor, of play, in Dr. Peterson's work is something I've increasingly become aware of and is something readers should keep in view when absorbing this great man's writings.",3,2021/05/26
"Jordan Peterson is such an insightful, intelligent, and inspiring man.",5,2022/10/09
